comments,topic,sentiment,type
Dugood has always been an excellent company to deal with I was truly impressed during the passed Hurricane Harvey I got frequent text telling where and when branches were open or not and telling me to be safe I am a home health nurse and am on the road all the time and I heard more concern from my Credit Union than I did my job I am grateful for the time and attention Thank you very much ,"excellent company,frequent text,safe home,grateful time",POSITIVE,information
I like Dugood Only thing that irritates me is that it seems like every time I go in to deposit into my IRA I get stuck with someone who has never done it before Obviously I don t mind them training people but it makes me nervous that no one seems to know what they are doing ,dugood thing,POSITIVE,appreciation
Wonderful service and knowledgeable staff,"wonderful service,knowledgeable staff",POSITIVE,information
Very helpful and great customer service ,great customer,POSITIVE,appreciation
Great place to do busy with recommended everyone to switch,great place,POSITIVE,appreciation
I couldn t have made a better choice I absolutely love DUGOOD and recommend it to everyone Thank you for all you do ,better choice,POSITIVE,appreciation
Friendly fast courteous service ,courteous service,POSITIVE,appreciation
I ve had excellent experience with Dugood and the Staff there are great ,"excellent experience,dugood staff",POSITIVE,appreciation
The employees at DuGood are very well informed as to the needs of theAccount holders I am very pleased to be a memb er ,pleased memb,POSITIVE,appreciation
The customer service is great When you walk in a branch they are very welcoming and normally there s not much of a wait ,great walk,POSITIVE,appreciation
Great staff fast service Customer service is very important to me and that s what I get at the Eastex Branch They make every member fill special ,"great staff,fast service",POSITIVE,appreciation
