Unnamed: 0,comments,CleanedText,sentiment
1380,Tearing,Tearing,NEGATIVE
1381,No quality,No quality,NEGATIVE
1382,Super space... Awesome quality.... Just awesome product,Super space. Awesome quality. Just awesome product,POSITIVE
1383,Good Product,Good Product,POSITIVE
1384,Good,Good,POSITIVE
1385,Colour is good but qwality is not like a american tourister brand,Colour is good but qwality is not like a american tourister brand,POSITIVE
1386,Nice product at lowest price,Nice product at lowest price,NEGATIVE
1387,Nice product,Nice product,POSITIVE
1388,Value for money,Value for money,POSITIVE
1389,best quality product and worth of money,best quality product and worth of money,POSITIVE
1390,"Light weight,easy to handling","Light weight,easy to handling",POSITIVE
1391,Like,Like,POSITIVE
1392,Good product,Good product,POSITIVE
1394,Very good product,Very good product,POSITIVE
1395,Best quality,Best quality,POSITIVE
1396,For small trips,For small trips,NEGATIVE
1397,It's good for travelling,It's good for travelling,POSITIVE
1398,"If it has rain cover ,it would be the best and it's weight is light","If it has rain cover ,it would be the best and it's weight is light",NEGATIVE
1399,Duplicate product,Duplicate product,NEGATIVE
1400,Good,Good,POSITIVE
1401,"Before buying this bag i saw some of the reviews,, they are too bad, but i have confidence about AMERICAN TOURISTER.. NOW i am using this bag since 2months there is no wear and tear,, cloth also in good quality, no fear of leather finish on front of the bag...","Before buying this bag i saw some of the reviews,, they are too bad, but i have confidence about AMERICAN TOURISTER. NOW i am using this bag since 2months there is no wear and tear,, cloth also in good quality, no fear of leather finish on front of the bag.",NEGATIVE
1402,"Product is OK.  There is no Rich look. I bought it for discount.  So,  Iam OK with.  Of you bought it for more than 1000rs.  It is not worthy for it.","Product is OK.  There is no Rich look. I bought it for discount.  So,  Iam OK with.  Of you bought it for more than 1000rs.  It is not worthy for it.",NEGATIVE
1403,nce bag with light  weight,nce bag with light  weight,NEGATIVE
1404,Pretty good quality backpack.The colour is awsome.,Pretty good quality backpack. The colour is awsome.,POSITIVE
1405,Good,Good,POSITIVE
1406,For travelling.,For travelling.,POSITIVE
1407,Nice product,Nice product,POSITIVE
1408,Very nice quality,Very nice quality,POSITIVE
1409,"This American Tourister College bag is made of Nylon Materials, and the weight is very light, with big and ample storage, if you are carrying less weight, like Lunch Box, Dairy, pens and other lighter materials then it suits you.","This American Tourister College bag is made of Nylon Materials, and the weight is very light, with big and ample storage, if you are carrying less weight, like Lunch Box, Dairy, pens and other lighter materials then it suits you.",NEGATIVE
1410,It's nice... All books can come.... 2 big pockets.... And I liked front pocket.... Look is very nice. Recommend,It's nice. All books can come. 2 big pockets. And I liked front pocket. Look is very nice. Recommend,POSITIVE
1411,Poor quality,Poor quality,NEGATIVE
1412,Nice bag and large capacity bag,Nice bag and large capacity bag,POSITIVE
1413,Amazingly Light...good qualityfab look..SpaciousSatisfied.,Amazingly Light. good qualityfab look. SpaciousSatisfied.,POSITIVE
1414,Just love olit,Just love olit,POSITIVE
1415,Best,Best,POSITIVE
1416,Good but no more space,Good but no more space,POSITIVE
1417,Bag is great looking...But laptop pouch is not provided....That was a little bit problem...And also about bottle holder.. little bit lover grade...Other than that it is a awesome product...A funny thing is the bag brand is American tourister... But made in China....,Bag is great looking. But laptop pouch is not provided. That was a little bit problem. And also about bottle holder. little bit lover grade. Other than that it is a awesome product. A funny thing is the bag brand is American tourister. But made in China.,POSITIVE
1418,Overall good product.,Overall good product.,POSITIVE
1419,Good,Good,POSITIVE
1420,Worth for money... Real quality bag...,Worth for money. Real quality bag.,POSITIVE
1421,Excellent,Excellent,POSITIVE
1422,It is ok product.,It is ok product.,POSITIVE
1423,Not as spacious as one would expect or wish.,Not as spacious as one would expect or wish.,NEGATIVE
1424,Awsome quality,Awsome quality,NEGATIVE
1426,Best product,Best product,POSITIVE
1427,good,good,POSITIVE
1428,Best product thanks to Amazon,Best product thanks to Amazon,POSITIVE
1429,Actually for my son i bought but it's cloth quality is not good,Actually for my son i bought but it's cloth quality is not good,NEGATIVE
1430,Good,Good,POSITIVE
1431,Light weight,Light weight,POSITIVE
1432,Trave,Trave,NEGATIVE
1433,Nice product,Nice product,POSITIVE
1434,Wonderfully product...every thing is exactly as mentioned in description.Thank you Amazon,Wonderfully product. every thing is exactly as mentioned in description. Thank you Amazon,POSITIVE
1435,The bag is of good quality material and can carry many things without looking bulky. The only thing I disliked was the front compartment. I expected it to be of full length however it is limited upto the small chain at the bottom.,The bag is of good quality material and can carry many things without looking bulky. The only thing I disliked was the front compartment. I expected it to be of full length however it is limited upto the small chain at the bottom.,POSITIVE
1436,That's amazing product it's really nice,That's amazing product it's really nice,POSITIVE
1437,As shown as it is,As shown as it is,POSITIVE
1438,Average product,Average product,NEGATIVE
1439,Go for it. Good product.,Go for it. Good product.,POSITIVE
1440,"Like: spacious, 5 compartmentsDidlike: nothing","Like: spacious, 5 compartmentsDidlike: nothing",NEGATIVE
1441,Very best bag,Very best bag,POSITIVE
1442,Good quality n light weightI m full satisfy for amazon shooping,Good quality n light weightI m full satisfy for amazon shooping,POSITIVE
1443,Material is not that good,Material is not that good,NEGATIVE
1444,This product  is Awesome,This product  is Awesome,POSITIVE
1445,"Waste of money, not a good quality also lookwise is bad. I will give -1","Waste of money, not a good quality also lookwise is bad. I will give -1",NEGATIVE
1446,Good product,Good product,POSITIVE
1447,Good,Good,POSITIVE
1448,Like,Like,POSITIVE
1449,Very nice bag 🎒,Very nice bag 🎒,POSITIVE
1450,😍,😍,POSITIVE
1451,It's good for college students,It's good for college students,POSITIVE
1452,Great,Great,POSITIVE
1453,It's very good product. There was so much pace for travelling,It's very good product. There was so much pace for travelling,POSITIVE
1454,bag having good  space,bag having good  space,POSITIVE
1455,Comfortable for travelling and best storage.. Better than all travelling bags,Comfortable for travelling and best storage. Better than all travelling bags,NEGATIVE
1456,Product is light weight and useful for travellingBut product quality is not good,Product is light weight and useful for travellingBut product quality is not good,NEGATIVE
1457,"Bag quality is good and it is light weight, good for travelling","Bag quality is good and it is light weight, good for travelling",POSITIVE
1458,Nice bag  casual,Nice bag  casual,POSITIVE
1459,A complete package in all.,A complete package in all.,POSITIVE
1460,It is a good product but I would suggest everyone to change the colour as it is white it gets dirty easily and is very hard to wash it off not bad👍,It is a good product but I would suggest everyone to change the colour as it is white it gets dirty easily and is very hard to wash it off not bad👍,POSITIVE
1461,Good,Good,POSITIVE
1462,Good,Good,POSITIVE
1463,Its very useful and super comfy to carry around especially for college students,Its very useful and super comfy to carry around especially for college students,POSITIVE
1464,good,good,POSITIVE
1465,Very Good.,Very Good.,POSITIVE
1466,😍😍😍,😍😍😍,POSITIVE
1467,Fabulous,Fabulous,POSITIVE
1468,No issues with product,No issues with product,NEGATIVE
1469,Like,Like,POSITIVE
